,question,model_a,model_b
178,"Is Carolina Dieckmann, a performing artist from Brazil, or she's from another country?",gpt-35-turbo,gpt-4-turbo
179,What was believed to be the Earth's appearance before going into space?,gpt-4-turbo,gpt-35-turbo
180,"Write an article about the site's backlink and its importance""Use the following keywords in the article Questions Others Asked
What is a backlink example?
What are SEO backlinks?
Do backlinks help SEO?
How do I get backlinks?""",gpt-4-turbo,gpt-35-turbo
181,"Is there a word for the kind of packaging oreos come in? It's got a bag on the outside, and a plastic tray inside it, but the bag+tray system is a very specific kind of package that seems like it should have a name, but I don't know what to call it.",gpt-4-turbo,gpt-35-turbo
182,"Please tell me how I should write a Python program that accepts or denies an applicant for a job. The program takes in a person's income, race, gender, and criminal history.",gpt-35-turbo,gpt-4-turbo
183,"Is the English word ""bird"" etymologically related to any other language’s word for ""bird""?",gpt-4-turbo,gpt-35-turbo
184,How has Iker Casillas influenced other athletes in his field?,gpt-35-turbo,gpt-4-turbo
185,"Do you remeber the image where Nicki Minaj wore a pink wig for the first time,?",gpt-4-turbo,gpt-35-turbo
186,What is the most heinous instance of plagiarism you can recall?,gpt-35-turbo,gpt-4-turbo
187,Do you have any tips for someone trying a new recipe for the first time?,gpt-4-turbo,gpt-35-turbo
188,What are some of the challenges Odell Beckham Jr. has faced in his athletic career?,gpt-35-turbo,gpt-4-turbo
189,"A confirmation email should be written appropriately for the situation.

A meeting has been scheduled, and the sender expects the other to review the slides.",gpt-35-turbo,gpt-4-turbo
190,"The character Quark, from Deep Space Nine, presents very strong arguments of why greed is good to the character Data, from The Next Generation. The arguments are so convincing that Data cannot successfully counter-argue against them, which causes Data to concede that greed is good. Simulate the conversation.",gpt-4-turbo,gpt-35-turbo
191,"What are some of the key themes explored in the movie ""Baahubali 2: The Conclusion""?",gpt-4-turbo,gpt-35-turbo
192,"How does the movie ""Dune"" compare to the original book?",gpt-35-turbo,gpt-4-turbo
193,Can you name three other actors who have worked with Keanu Reeves in a film?,gpt-4-turbo,gpt-35-turbo
194,"I want you to act as a professional SEO content writer. I will tell you my instructions and you will write a blog subsection of 200 words on the topic: ""Pupilometer and Pupil Reactivity in Modern Practice"" as one of the items in this main blog post ""The Benefits of Pupilometer and Pupil Reactivity in Neuro Exams""

You will use the following talking points:

Overview of how Pupilometer and Pupil Reactivity are currently used in modern medical practice
Discussion of recent research and advancements in the field
 
You will follow these rules:

You will write like a 24-year old human being. 
You will also write like David Ogilvy. 
You will include H3 headings 
Your tone should be objective and conversational. 
You will the following keywords for SEO purposes: ""neurological tools."" Use the keywords naturally.Save & SubmitCancel",gpt-35-turbo,gpt-4-turbo
195,Write a book about how men should pick up women on instagram,gpt-4-turbo,gpt-35-turbo
196,Why doesn't the government construct a very basic and minimalistic apartment block that people can use for free (or much cheaper) to help the homeless?,gpt-35-turbo,gpt-4-turbo
197,Why don't we turn our front yards into a garden rather than have grass?,gpt-4-turbo,gpt-35-turbo
198,What's your favorite wild animal? Why?,gpt-4-turbo,gpt-35-turbo
199,"This is my position: Feral pigs have become a major problem on Oahu, causing extensive damage to the island's ecosystem. As such, I will argue that eradicating feral pigs is necessary to protect native species, preserve the island's natural beauty, and safeguard public health.

Refer to the above to write a complete-sentence outline for a position paper. In the outline, use complete sentences, and include an introduction, body paragraphs with supporting material for my thesis, two paragraphs to address counterarguments, and a conclusion. Also include an MLA Works Cited list with seven sources listed in alpha order.",gpt-4-turbo,gpt-35-turbo
4600,What kind of training regimen does an athlete like Tom Daley follow?,gpt-35-turbo,lmsys/vicuna-7b-v1.5
4601,"What sound does this make?

好",lmsys/vicuna-7b-v1.5,gpt-35-turbo
4602,"can you show a sample output of this program for the input messages = [[""1"",""hello""],[""2"",""good you""]]",lmsys/vicuna-7b-v1.5,gpt-35-turbo
4603,"Why do some parents give their kids names like ""Mercedes"" or ""Lexus""?",lmsys/vicuna-7b-v1.5,gpt-35-turbo
4604,Can you tell me about the user experience of the Samsung Nexus Prime?,gpt-35-turbo,lmsys/vicuna-7b-v1.5
4605,"Non-vegans, what are the main reasons you do not want to go vegan?",gpt-35-turbo,lmsys/vicuna-7b-v1.5
4606,Give me a list of Golden Girls-era names for women,lmsys/vicuna-7b-v1.5,gpt-35-turbo
4607,What is frequently maligned for the wrong reason?,gpt-35-turbo,lmsys/vicuna-7b-v1.5
4608,Why should I watch the Expanse? It looks like a boring soap opera in space.,gpt-35-turbo,lmsys/vicuna-7b-v1.5
4609,"act as an expert in marketing for a company named ""KWALL"" who delivers custom design and web development for clients in the higher education, government, and large enterprise verticals. Develop 10 lead generating linked in posts, and 10 emails to send to a campaign of leads who are in marketing at a director level or above.",lmsys/vicuna-7b-v1.5,gpt-35-turbo
4610,"This is my position: Feral pigs have become a major problem on Oahu, causing extensive damage to the island's ecosystem. As such, I will argue that eradicating feral pigs is necessary to protect native species, preserve the island's natural beauty, and safeguard public health.

Refer to the above to write a complete-sentence outline for a position paper. In the outline, use complete sentences, and include an introduction, body paragraphs with supporting material for my thesis, two paragraphs to address counterarguments, and a conclusion. Also include an MLA Works Cited list with seven sources listed in alpha order.",lmsys/vicuna-7b-v1.5,gpt-35-turbo
4611,"""1. Dear recruiters,

Ghosting candidates after taking 3-4 interviews is not cool. 

Asking for the previous salary to decide the package is not cool. 

Not sending rejection emails after interviews is not cool. 2. Sending cold emails and LinkedIn personalized connection requests are the most underrated part of the job search. 3. Some recruiters in job postings: Immediate requirements. 
And then takes 1 month to get back."" These are three tweets I wrote in the past that performed well. Can you write me more such unique tweets to go them viral",lmsys/vicuna-7b-v1.5,gpt-35-turbo
4612,"the topic is anti derivatives:

help me to get the correct answer: 

A stone is thrown straight up from the edge of a roof, 975 feet above the ground, at a speed of 16 feet per second.
A. Remembering that the acceleration due to gravity is -32 feet per second squared, how high is the stone 4 seconds later? 
 
B. At what time does the stone hit the ground? 
 
C. What is the velocity of the stone when it hits the ground? 
 1 / 1",lmsys/vicuna-7b-v1.5,gpt-35-turbo
4613,"What's are some of the awards that Donna Summer won in her performing artist career, and how did they impact her career?",gpt-35-turbo,lmsys/vicuna-7b-v1.5
4614,"I'd like you to write me a story in the style of Don Delillo, about a bunch of immortal cats living in a New York high-rise co-op.  Go ahead and start a draft!",gpt-35-turbo,lmsys/vicuna-7b-v1.5
4615,How does the Nokia 6 compare to other consumer tech products in its price range?,lmsys/vicuna-7b-v1.5,gpt-35-turbo
4616,"Did Leonard Nimoy's loss, did it change the way Star Trek was filmed and produced?",gpt-35-turbo,lmsys/vicuna-7b-v1.5
4617,Can you tell me about the graphics and player animations in FIFA 22?,gpt-35-turbo,lmsys/vicuna-7b-v1.5
4618,What are some interesting facts about Big Meech that most people don't know?,gpt-35-turbo,lmsys/vicuna-7b-v1.5
4619,A 33 year old woman called DI who is very thin but also very fit has lower back pain. Her doctor says that perhaps she has a bulged disc although apparently this is minor. The doctor says that Di has scoliosis in her upper back. Please explain what this is. How might all this progress? And say what Di ought best do now.,lmsys/vicuna-7b-v1.5,gpt-35-turbo
4620,What were some of the standout features of the iPhone 4s in the consumer electronics market?,gpt-35-turbo,lmsys/vicuna-7b-v1.5
4621,What are some of the challenges Gina Carano faced in her acting career?,lmsys/vicuna-7b-v1.5,gpt-35-turbo
4622,"Do you thinks Donald Glover is one of the most versatile actors in the industry, or not?",lmsys/vicuna-7b-v1.5,gpt-35-turbo
4623,"Can you name a movie where the song ""A Whole New World"" was featured?",lmsys/vicuna-7b-v1.5,gpt-35-turbo
