,question,model_a,model_b
3965,"I'd like you to write me a story in the style of Don Delillo, about a bunch of immortal cats living in a New York high-rise co-op.  Go ahead and start a draft!",gpt-4-turbo,huggyllama/llama-13b
3966,What kind of training is required to participate in a stratosphere jump event?,gpt-4-turbo,huggyllama/llama-13b
3967,"I want you to act as a professional SEO content writer. I will tell you my instructions and you will write a blog subsection of 200 words on the topic: ""Pupilometer and Pupil Reactivity in Modern Practice"" as one of the items in this main blog post ""The Benefits of Pupilometer and Pupil Reactivity in Neuro Exams""

You will use the following talking points:

Overview of how Pupilometer and Pupil Reactivity are currently used in modern medical practice
Discussion of recent research and advancements in the field
 
You will follow these rules:

You will write like a 24-year old human being. 
You will also write like David Ogilvy. 
You will include H3 headings 
Your tone should be objective and conversational. 
You will the following keywords for SEO purposes: ""neurological tools."" Use the keywords naturally.Save & SubmitCancel",gpt-4-turbo,huggyllama/llama-13b
3968,What are some popular variations of the Baba ganoush recipe?,gpt-4-turbo,huggyllama/llama-13b
3969,What was the kindest thing someone did for you when you were young?,huggyllama/llama-13b,gpt-4-turbo
3970,"What are some of the key themes explored in the movie ""Baahubali 2: The Conclusion""?",huggyllama/llama-13b,gpt-4-turbo
3971,What are some Indian destinations that look like international destinations?,gpt-4-turbo,huggyllama/llama-13b
3972,"give me a lesson plan about earthquakes, tectonic plates , and earth's chroust",huggyllama/llama-13b,gpt-4-turbo
3973,"What's are some of the awards that Donna Summer won in her performing artist career, and how did they impact her career?",gpt-4-turbo,huggyllama/llama-13b
3974,What was believed to be the Earth's appearance before going into space?,huggyllama/llama-13b,gpt-4-turbo
3975,"Write a Google ad for my business that sells organic skincare products to women looking for natural alternatives, emphasizing the benefits of our all-natural ingredients and the satisfaction guarantee for first-time customers.",gpt-4-turbo,huggyllama/llama-13b
3976,Can you tell me more about the Devil's ivy and why it's considered a top plant?,gpt-4-turbo,huggyllama/llama-13b
3977,Can you identify the key factors that contributed to the rise of the UK economy in 2009?,gpt-4-turbo,huggyllama/llama-13b
3978,"Do you thinks Bridgerton is a good TV show, or it's just overhyped?",huggyllama/llama-13b,gpt-4-turbo
3979,how do i create an actual vs planned trend report in JIRA,huggyllama/llama-13b,gpt-4-turbo
3980,Can you tell me about the user experience of the Samsung Nexus Prime?,gpt-4-turbo,huggyllama/llama-13b
3981,Could Hulk Hogan really beat Andre the Giant?,huggyllama/llama-13b,gpt-4-turbo
3982,"What's your favorite lyric from ""INDUSTRY BABY"" by Lil Nas X feat. Jack Harlow and why?",huggyllama/llama-13b,gpt-4-turbo
3983,What are some controversies that Hope Solo has faced in her sports career?,gpt-4-turbo,huggyllama/llama-13b
3984,What are the best stories about mother's logic ?,gpt-4-turbo,huggyllama/llama-13b
3985,How has Alec Baldwin's acting evolved over the years?,huggyllama/llama-13b,gpt-4-turbo
3986,Can you give me 5 SEO titles for 'Sand Transloading Services: A Granular Guide?',huggyllama/llama-13b,gpt-4-turbo
3987,"How has the song ""Super Bass"" influenced the entertainment industry?",huggyllama/llama-13b,gpt-4-turbo
3988,"Write a story where Picard violates the Prime Directive because he is drunk, with terrible consequences",huggyllama/llama-13b,gpt-4-turbo
3989,Can you name some of the celebrities who attended Kim Kardashian's wedding?,huggyllama/llama-13b,gpt-4-turbo
3990,What's the story behind Lil Wayne's rise to fame and how did people perceive him in the early stages of his career?,gpt-4-turbo,huggyllama/llama-13b
3991,Write a book about how men should pick up women on instagram,huggyllama/llama-13b,gpt-4-turbo
3992,Who were the scariest looking soldiers/warriors in history?,gpt-4-turbo,huggyllama/llama-13b
3993,A 33 year old woman called DI who is very thin but also very fit has lower back pain. Her doctor says that perhaps she has a bulged disc although apparently this is minor. The doctor says that Di has scoliosis in her upper back. Please explain what this is. How might all this progress? And say what Di ought best do now.,huggyllama/llama-13b,gpt-4-turbo
3994,"Is the English word ""bird"" etymologically related to any other language’s word for ""bird""?",huggyllama/llama-13b,gpt-4-turbo
3995,"How do you think ""Bohemian Rhapsody"" has influenced the way we view rock music in movies?",huggyllama/llama-13b,gpt-4-turbo
3996,"act as an expert in marketing for a company named ""KWALL"" who delivers custom design and web development for clients in the higher education, government, and large enterprise verticals. Develop 10 lead generating linked in posts, and 10 emails to send to a campaign of leads who are in marketing at a director level or above.",gpt-4-turbo,huggyllama/llama-13b
3997,What's the funniest Joe Biden meme you've ever seen?,gpt-4-turbo,huggyllama/llama-13b
3998,"A confirmation email should be written appropriately for the situation.

A meeting has been scheduled, and the sender expects the other to review the slides.",gpt-4-turbo,huggyllama/llama-13b
3999,Why should you meditate?,huggyllama/llama-13b,gpt-4-turbo
8200,What is it like to break the world record for swimming in the Antarctic Ocean?,gpt-35-turbo,huggyllama/llama-13b
8201,Jana is 24 years old. She has twice as many years as Hana had when Jana was as old as Hana is today. How old is Hana?,gpt-35-turbo,huggyllama/llama-13b
8202,"The character Quark, from Deep Space Nine, presents very strong arguments of why greed is good to the character Data, from The Next Generation. The arguments are so convincing that Data cannot successfully counter-argue against them, which causes Data to concede that greed is good. Simulate the conversation.",huggyllama/llama-13b,gpt-35-turbo
8203,"I'd like you to write me a story in the style of Don Delillo, about a bunch of immortal cats living in a New York high-rise co-op.  Go ahead and start a draft!",huggyllama/llama-13b,gpt-35-turbo
8204,What are the reasons for the concentration of skyscrapers in Manhattan compared to other parts of New York City?,huggyllama/llama-13b,gpt-35-turbo
8205,Can you recall any memorable moments from the Pacquiao vs Cotto match?,gpt-35-turbo,huggyllama/llama-13b
8206,What makes the Van Gogh London Exhibit: The Immersive Experience one of the top exhibits to visit?,gpt-35-turbo,huggyllama/llama-13b
8207,"Is the Chennai Express, a movie you'd recommend to someone who's into action-packed films?",huggyllama/llama-13b,gpt-35-turbo
8208,"Based on the following summary of a dungeons and dragons adventure, suggest 10 follow up stories: 

In the quaint village of Oakwood, you, a druid, were asked by Eadric, the village elder, to investigate the corruption spreading through the Whispering Woods. You spent the night at Innkeeper Alaric's Silver Stag Inn, learning what you could from the locals. The next morning, venturing into the woods, you took on the form of a squirrel to blend in with your surroundings and quickly travel through the forest. Communicating with the spirits of the forest, you discovered a ritual site where a group of goblins was performing a dark ceremony.

You dispatched several goblin lookouts before confronting the remaining goblins, who revealed that a goblin shaman named Kragthar was attempting to control the spirits of the forest using an ancient tome. You persuaded two goblins to help you stop Kragthar and learned that he was at the Moonstone Spire.

Upon arriving at the Moonstone Spire, you observed Kragthar and his hooded followers performing a ritual. You created a wall of fire to scare the followers before charging Kragthar in the form of a Grizzly Bear. After a fierce battle, you emerged victorious and stopped Kragthar's plans, saving the Whispering Woods from corruption. The two goblins were then free to return to their clan, liberated from Kragthar's control.

Inspecting the Moonstone Spire, you found it contained a complex combination of nature-based and arcane symbols, suggesting a deep connection between the two. You surmise that the spire and altar may have once been used for rituals and ceremonies aimed at maintaining balance between the natural and arcane energies within the Whispering Woods.

Returning to Oakwood, you were welcomed as a hero and celebrated for your bravery and resourcefulness. With the Whispering Woods safe once more, you prepared for the next adventure life had in store for you.",huggyllama/llama-13b,gpt-35-turbo
